timestamp,endpoint,http_code,time_total
20260322-184709,api,200,0.217253
20260322-184710,api,200,0.336844
20260322-184712,api,200,0.294462
20260322-184713,api,200,0.230324
20260322-184714,api,200,0.218510
20260322-184716,api,200,0.245058
20260322-184717,api,200,0.235485
20260322-184718,api,200,0.225689
20260322-184719,api,200,0.232623
20260322-184721,api,200,0.237711
20260322-184722,api,200,0.225386
20260322-184723,api,200,0.263607
20260322-184724,api,200,0.232743
20260322-184726,api,200,0.212191
20260322-184727,api,200,0.200194
20260322-184728,api,200,0.252870
